x,m
1.9800122193702354,a
3.550321076857603,a
2.8009646491666995,a
2.7902258422430704,a
1.2901196462632087,a
4.130568897661174,a
3.0556816831789817,a
3.044836282325774,a
2.129525130563522,a
2.603504967112382,a
1.5315136527167745,a
2.3731033350834787,a
3.0204048551180094,a
3.9981118089684715,a
2.990608250743662,a
3.404675707485817,a
3.13942763124859,a
3.947198804309512,a
4.690361856177907,a
4.5351625332519525,a
3.1455674419636663,a
2.8532859304723686,a
4.082889684258197,a
4.342965495683349,a
2.4019075677358543,a
3.2045737503697094,a
3.7636440448673616,a
3.582800734338358,a
2.6302593888857,a
2.3664715792214337,a
5.096543600572344,a
3.4691018953515798,a
5.361378252722079,a
4.899273364192569,a
3.1447235600940253,a
2.9090868426601504,a
3.4533901223882424,a
3.563368600275823,a
3.9707115949182312,a
2.9553208833347453,a
1.4194671115876987,a
3.4149878052739835,a
2.449156612444856,a
2.9667703804223913,a
2.6939133727939173,a
2.581560246887292,a
4.092728284192243,a
3.482736470318985,a
2.0783968066412,a
2.0014087223003445,a
4.055740384249761,a
2.0580422636507243,a
3.006780062988741,a
3.919625029206504,a
2.5559277520313444,a
2.6975615301355615,a
2.562867445620467,a
1.0229591161245895,a
2.825284802258262,a
3.695576292323575,a
1.6199179801525274,a
3.4193446341957103,a
2.5613016462609677,a
2.7889036936754033,a
5.2806593681164,a
2.357075205573472,a
4.165410387456005,a
2.4323242733385007,a
1.0520851966339604,a
3.9137599113779737,a
2.110276570799315,a
3.4110798350391223,a
3.1988014163292946,a
3.1239568764656283,a
4.194863425960296,a
4.906734142785091,a
3.942874102086936,a
1.8769630623447087,a
2.221177767865521,a
4.662725150799864,a
1.7134921927171793,a
3.1838225940941682,a
3.537098546692741,a
2.0282834337824536,a
4.488978759183877,a
2.6258054232662738,a
1.9706065408538174,a
3.822376335302168,a
2.909698363580261,a
2.4832267197950015,a
2.214251479258903,a
5.058269076169728,a
2.3599097465820655,a
2.8834265308858695,a
3.823351904856006,a
2.5339579061600013,a
0.9908912821248088,a
3.8336349659255653,a
3.69749577490576,a
2.80798562978495,a
3.0031947510751684,a
5.974796300822442,a
2.8431010533139207,a
4.104846251935243,a
2.0436965744697204,a
2.770074766752317,a
3.6368449713521773,a
1.9175856275962089,a
5.326016105522484,a
4.31187701647312,a
3.32711790544227,a
1.2160312458734166,a
3.005045893279436,a
4.0015518221306685,a
2.5159706353670948,a
3.6282504418956956,a
4.294437683532895,a
3.407441982793251,a
4.052640052431725,a
4.050194675496265,a
5.082576755556877,a
4.024605058645832,a
3.958237629815496,a
3.331243969235222,a
3.111583839868772,a
2.1421804345799855,a
1.3935688532328507,a
2.2685377137858005,a
2.2624525554681223,a
2.3381892298792915,a
2.8093701328493124,a
4.7726753400488775,a
2.4243178208861473,a
2.9323961062304065,a
3.314412783835977,a
5.299558145799564,a
2.58029437996549,a
2.1015185764209443,a
2.8981779100631497,a
3.394769134374498,a
2.092365891160148,a
2.9170927805500755,a
4.056430701052924,a
3.607263461698367,a
3.1351286165337715,a
3.0780987140604323,a
3.495959703366978,a
4.436627658949754,a
3.7175754286414544,a
4.604352981547533,a
3.036684743343554,a
3.013319378683731,a
1.7217890029345169,a
4.646893410966564,a
1.8486312727464411,a
3.858941955435474,a
4.1521821716196605,a
3.6427121472552226,a
4.237333774860396,a
2.343949299070664,a
2.049489545755385,a
1.5835427390144325,a
0.1589374559693728,a
1.5335204396678703,a
3.6844434787022413,a
3.8171987982414026,a
3.176022615785946,a
4.451853841454356,a
2.602065351952986,a
3.3052438267365134,a
4.526192481139342,a
3.399849858426482,a
3.579699090152216,a
2.8108244562422375,a
3.540692792760117,a
4.182467840060282,a
4.010037867018413,a
2.9798260929321687,a
3.032008569281972,a
2.6506516581031017,a
2.071254043692929,a
3.747171606330614,a
3.969140027001194,a
2.966538522046279,a
5.322215766375252,a
3.2695273338450606,a
1.4913529926546047,a
3.9021626426182485,a
2.939136705572352,a
3.1767771631736177,a
3.1631041732020013,a
1.5048564579153818,a
3.0944732462842413,a
3.166325405279491,a
2.0873840177498355,a
2.8118268638300883,a
2.6406516004549316,a
1.8390114743259323,a
2.7521646130222956,a
1.7752056356594605,a
2.5855004392670957,a
2.125161401070324,a
3.6450314306279488,a
3.5004173586395932,a
2.92709229283903,a
2.080170451307557,a
3.0043023095167984,a
3.5060278628724744,a
2.953351772680029,a
2.690348930992629,a
2.980233664803592,a
2.2742295735610223,a
3.3478036695057347,a
3.9425185168937693,a
4.176590503548735,a
3.05605059538852,a
2.0065615283051788,a
3.7799124979224272,a
2.925012540107174,a
2.9723457841082435,a
1.7933934672188878,a
3.643597489674285,a
3.686958692121708,a
5.679335884544468,a
1.860493477270526,a
0.5394833608279739,a
2.7825173341527427,a
2.1354149090318906,a
4.104383558933709,a
2.9009279638523413,a
2.2981226512816044,a
2.906764235563122,a
2.270033822602011,a
3.5351085642144784,a
3.7085398187757748,a
2.4641134720174556,a
1.6573427353762986,a
2.811094525970096,a
3.4531909404687062,a
2.4421543849089007,a
0.7783883754331367,a
4.4413209926194535,a
4.694476514480883,a
3.6020979394578636,a
1.8864845814384128,a
2.308791765668127,a
3.185178792688383,a
4.326666342881439,a
1.106643032577164,a
3.015977456242814,a
4.337994363936865,a
2.449683038688203,a
4.289252047646376,a
3.0473717102149966,a
2.4927408588442406,a
3.1943452744841494,a
3.5442422162409106,a
2.3446679555782683,a
2.9545340924404235,a
2.9190056415734595,a
3.339634943864984,a
2.3582662819257676,a
3.1699531286525535,a
3.9343447655807946,a
2.48766265548266,a
3.020206177962725,a
2.948908001401349,a
3.9099007513153685,a
2.435163522258459,a
2.110146626508256,a
3.027345974418699,a
3.825616096676729,a
3.159270639619011,a
1.5844946931480568,a
4.925707422985164,a
5.517050114879222,a
2.2374490474313196,a
1.91884716679,a
2.742132065599156,a
2.8075707098559164,a
2.828807651853271,a
3.8405483243586387,a
4.063037483037502,a
3.8959598204113344,a
4.58309048251185,a
3.510368681683995,a
1.7717511991132582,a
2.6851993976405732,a
3.813403463624935,a
1.490020527378144,a
2.5232534809215257,a
3.872077752281426,a
4.111758401961229,a
3.9229989524588165,a
2.2380121632356675,a
1.5434894651637965,a
4.922598696207695,a
3.83876969590579,a
3.3091938635847606,a
3.763480966945958,a
2.651602466636886,a
3.6063520748039632,a
3.1259657733841015,a
2.046766112176194,a
1.9288125655450798,a
2.5934371504645615,a
4.617645187905148,a
4.53717547611596,a
4.049893483125244,a
2.4925176515633742,a
3.4606161332874956,a
2.1476650478736232,a
1.2365728404532945,a
2.5926159839148255,a
4.092124961318584,a
1.8021812657153848,a
2.725621218957138,a
1.0666730556576125,a
2.0146444935584062,a
4.134087349748763,a
1.7918488331218432,a
2.224373024583823,a
2.73333568936365,a
3.4712142743768184,a
2.6181091014472,a
3.566282339893015,a
2.6992964611770423,a
4.406111383067608,a
4.833999285644848,a
2.4113083209687436,a
4.328950557688646,a
2.4167527873019425,a
2.5629076841489002,a
2.0714299919260406,a
2.2193294532777648,a
2.841738967193855,a
5.5715056732300745,a
4.221761004972567,a
3.8649556479972826,a
2.821313460249422,a
3.089770545895009,a
2.8916075219912294,a
2.051085721156127,a
3.9644655187942632,a
3.9824607926471924,a
3.7950253408239254,a
4.036769804941383,a
2.750112656552661,a
4.021700615634217,a
3.26503764589484,a
4.307104909687999,a
2.314057640968781,a
1.9534575476230838,a
3.7171387852943285,a
2.096783332483665,a
1.7701575715661113,a
4.564744003967519,a
4.386167825942602,a
2.3686929827600363,a
4.53286415194011,a
0.636809440351624,a
4.617724042174171,a
3.256289784660994,a
3.2956402812753915,a
2.9201160170513143,a
1.8304347847555196,a
4.552696103926815,a
3.208708927863016,a
3.307597619860759,a
1.9787477340445028,a
0.914285671011787,a
5.650059288825727,a
4.734567120961046,a
4.626113880121524,a
1.5555384569188302,a
3.188460637033798,a
2.5639777864780307,a
1.273148491581646,a
3.9396604259125603,a
4.14967538665249,a
3.6818184200101935,a
2.952301373770921,a
3.5175061597990585,a
2.7091823693097674,a
3.5628870899590757,a
1.7640819841638933,a
3.676622367703269,a
2.56967095509602,a
2.5153330711219244,a
1.57756587230945,a
3.514944989967627,a
2.81141136958227,a
2.506511409858244,a
2.030786701305356,a
2.8375134117673957,a
3.3129642141236584,a
4.894601980610869,a
4.068498088075816,a
1.7584276334110664,a
3.1253797944957085,a
2.9142363857281244,a
3.295663619649827,a
1.29657767348491,a
5.010287151186779,a
1.8301905200378306,a
1.97728514540752,a
2.086607780220193,a
1.5363011805599673,a
1.8121201976959578,a
2.9773919916712672,a
2.904064816402956,a
4.461306844112481,a
2.6450118558500746,a
3.5538956510900506,a
2.2509423772108104,a
2.3659098255222286,a
2.329483052084872,a
3.631949450626356,a
3.0098325775785066,a
1.918583934804594,a
1.6812642080041205,a
2.381489540253675,a
3.382064911492196,a
3.282034686974905,a
2.7151539230124486,a
2.180295425617929,a
3.307620094211349,a
2.7975212910022047,a
3.2971402548515223,a
1.6113604522184535,a
2.9562422630407887,a
4.102382564596329,a
4.042425631286834,a
3.8158809683765096,a
4.107894151562667,a
3.4354887635967164,a
4.491389175066707,a
1.11705524385517,a
3.2573276552403865,a
4.473644349326751,a
2.874359920500349,a
2.7933511253801866,a
1.9073221104855413,a
2.9128406634648085,a
2.6001975542939126,a
2.3052477372882247,a
2.6762558685964204,a
2.5968386836749735,a
3.3292593116169398,a
3.3024304158178732,a
3.479671519708291,a
2.202586476614438,a
3.3850332341908222,a
1.8313142906922038,a
3.1465708319329275,a
2.715857003832156,a
1.5232843049620344,a
3.1067382494040907,a
2.1625903422118458,a
3.3820793373406852,a
1.2373937791588707,a
2.545519901012892,a
3.5417939672994825,a
2.8854241724588485,a
1.5697171722537075,a
1.6974435932975716,a
2.8664211781358984,a
2.5021620158958497,a
2.402972562393563,a
3.938956510048944,a
3.413264580133972,a
0.7495570131952891,a
2.8335042803797426,a
1.7173035702882693,a
4.582157485015708,a
2.0315236177333813,a
2.2751500098514894,a
2.9248989739552904,a
4.33649325293648,a
2.011762347149014,a
2.204417432174708,a
3.292162273512721,a
4.579853211724703,a
2.848106749886354,a
0.9033318843816365,a
0.9291147292032882,a
3.690450999788011,a
2.6148228271024045,a
2.053415746169674,a
5.145407740621526,a
1.506539505079184,a
3.4690534343742523,a
2.6108120313033565,a
2.4984911720517795,a
3.902672080794699,a
2.4006880994188915,a
2.53632506305904,a
3.756567286335789,a
2.147983294257356,a
5.4657159639145725,a
2.1708572474607957,a
2.703863551346354,a
3.695305293519921,a
2.582825648745567,a
4.085985658069325,a
5.13650883661505,a
4.01119514117948,a
0.4701723320026101,a
4.681495377009933,a
2.373476892435817,a
3.205919307033502,a
3.355406200707466,a
0.35206435477054265,a
4.003300234070542,a
1.0603113023328974,a
1.3725006507869357,a
2.236596280483059,a
3.1049421636585044,a
2.5885498089472216,a
4.555888276637218,a
2.6042535456291933,a
1.0936319647967745,a
3.479437136201913,a
2.3088964657887248,a
3.177117386633346,a
2.3113283723888345,a
3.319577286067768,a
2.70614419503345,a
2.331862563826413,a
3.3077103101688343,a
3.9351216931998625,a
2.071545522947614,a
2.4021593736175917,a
2.0749207469096067,a
2.5813137546292553,a
3.699697098134959,a
3.0012135912937277,a
1.5818561457657143,a
3.5261224170742502,a
3.7041805356613717,a
2.3211996781607502,a
2.082682957797869,a
1.7493642600201535,a
2.0152973110595,a
4.749207231147294,a
1.745370226730051,a
3.1791945599524154,a
2.900454336710123,a
3.849218257212431,a
4.5140243843690335,a
4.030898817421793,a
2.817519465883626,a
2.1667407368449134,a
1.8968691558130475,a
2.5020937924444278,a
3.4662654626207945,a
2.3189035387087245,a
1.0930465316944193,a
4.216696523098527,a
1.8354097552173272,a
3.316320532831307,a
1.925930821077828,a
2.226018704846178,a
3.2819675677469378,a
1.8105068288874373,a
4.954488232770856,a
2.4905324345577897,a
2.889434495793852,a
2.3804162874233206,a
4.240116133993423,a
3.9266606833537443,a
2.9998792283067868,a
3.729988655882898,a
1.9285245140294838,a
1.5816955532817545,a
0.5561188801849437,a
4.063951411705131,a
5.154937249932974,a
1.2119165369804907,a
2.6573390018381504,a
1.3858534637776885,a
3.3751886747285407,a
3.731057107648739,a
1.9518434118133323,a
2.1760682211026547,a
4.409516942012584,a
1.871389681125876,a
4.732244551259333,a
1.4162548684758942,a
4.861527029090581,a
2.249392199724828,a
2.806442292227384,a
1.6472586113319803,a
4.072875098663729,a
0.7636626745158122,a
3.5276697230053546,a
4.227409073760672,a
2.9199927905686796,a
2.14541230872089,a
0.8055860469515737,a
3.007469811742266,a
2.404608436388778,a
2.4091664723060404,a
2.30373018347428,a
3.746558202024603,a
1.6362646453107714,a
4.704327227895574,a
3.862921007014275,a
3.664451449463542,a
3.7240649741688663,a
4.664939831447628,a
3.713012093494639,a
2.4276774900127487,a
2.9722759201718914,a
2.9853515974551086,a
3.436628145418839,a
2.1226798375208693,a
4.087976511262959,a
4.592642925626689,a
2.9595194150749737,a
3.0892684660138654,a
2.6533275478267475,a
3.1982254502353458,a
3.4904710527973117,a
3.2782914658828854,a
1.446628590918041,a
1.420032894260629,a
4.375410726906612,a
3.3756772130062895,a
1.0819839831948523,a
2.9337375890045885,a
3.012106701674307,a
0.715386187909183,a
2.831291193771774,a
2.5668253706101276,a
1.9338843478490944,a
3.021337011571415,a
3.0605436246186963,a
1.8536140948546185,a
2.913046047629794,a
2.441005253295459,a
3.4928063729375136,a
2.679695297929515,a
1.4292918561990022,a
2.5311487476754193,a
2.598620429169099,a
2.3198050409555435,b
3.859531870111823,b
-3.707574002444744,b
0.625533077865839,b
3.524360865354538,b
-2.642644379287958,b
3.882645718753338,b
2.446155311539769,b
0.0634419284760952,b
2.971603147685528,b
-2.8189418502151966,b
0.4633089005947113,b
3.971957867965102,b
-3.8070723935961723,b
0.3052398469299078,b
-3.614104922860861,b
1.8384586479514837,b
3.9737487994134426,b
3.488409325480461,b
-3.0245224200189114,b
-2.712641255930066,b
0.3679574001580477,b
-2.614087702706456,b
-3.5266628991812468,b
-0.6093911360949278,b
-0.5355719197541475,b
-2.665322719141841,b
-3.3824295699596405,b
-3.1427766047418118,b
2.684583730995655,b
-3.3396536894142628,b
-2.6538376845419407,b
1.137155069038272,b
-3.4693788811564445,b
-2.8972146045416594,b
1.4711851850152016,b
2.978222807869315,b
-0.8010072484612465,b
3.929090129211545,b
-3.706459729000926,b
-1.5170200113207102,b
1.7725104130804539,b
-3.9423375725746155,b
2.7814951110631227,b
1.6050046347081661,b
2.269887000322342,b
-3.284377194941044,b
-1.2492861896753311,b
1.631357403472066,b
-1.0754440445452929,b
3.490923333913088,b
1.273747382685542,b
-3.4193255845457315,b
3.5676890928298235,b
-1.4696069806814194,b
1.1996652353554964,b
-1.970668824389577,b
-1.93386996909976,b
0.9929527044296265,b
-3.3369500543922186,b
-1.0479882061481476,b
-2.4189038015902042,b
2.3983640521764755,b
-3.139445684850216,b
1.6643297281116247,b
-2.16550762206316,b
-1.0190504305064678,b
2.655358461663127,b
-3.303059186786413,b
-0.8346456997096539,b
-2.829540703445673,b
3.0730121303349733,b
1.4120851568877697,b
-3.439737491309643,b
-0.5520479064434767,b
3.1974924374371767,b
1.9145966228097677,b
2.157261559739709,b
-0.7712757829576731,b
0.748527217656374,b
-3.465746721252799,b
-3.184561589732766,b
3.0833848491311073,b
1.9871593564748764,b
0.04670276306569576,b
-2.2882635444402695,b
-2.8120392374694347,b
1.8142069280147552,b
2.6314025055617094,b
0.26412877067923546,b
-3.6434492990374565,b
-1.4141793176531792,b
0.9872114937752485,b
2.0930744390934706,b
-2.7744460571557283,b
-1.7474932298064232,b
3.2003009356558323,b
-3.426928261294961,b
-2.014002038165927,b
-3.7221899423748255,b
1.1945696379989386,b
-0.8966017439961433,b
-3.6713114734739065,b
-3.486060507595539,b
1.554196298122406,b
0.71123589389026165,b
-0.04391310177743435,b
3.853394763544202,b
-2.14485539868474,b
-0.035597849637269974,b
-1.1087780017405748,b
-0.9783608596771955,b
-2.881901292130351,b
-3.329391360282898,b
2.4221110809594393,b
2.9101065397262573,b
-2.3511046059429646,b
2.173093993216753,b
0.3628463130444288,b
-2.9218151178210974,b
-3.7930204328149557,b
-3.261856595054269,b
-2.292026439681649,b
-1.489249175414443,b
0.6297841388732195,b
-1.9641808215528727,b
0.4545062892138958,b
0.22546156123280525,b
-1.9262898862361908,b
-1.6303942371159792,b
-3.326351247727871,b
-1.4394399113953114,b
1.8448257613927126,b
3.3986368868499994,b
1.487591441720724,b
-1.2492989785969257,b
-3.75240383669734,b
-2.5468433909118176,b
-1.804601026698947,b
-2.0476742666214705,b
1.0854869522154331,b
3.9733909610658884,b
-3.6821118406951427,b
-3.6089742984622717,b
3.549205368384719,b
-2.8832820374518633,b
3.863970195874572,b
-2.048254068940878,b
1.9898611269891262,b
-1.4106808509677649,b
2.9614804200828075,b
-3.2176601830869913,b
-2.751835001632571,b
-0.5312720667570829,b
3.275356313213706,b
2.3129469361156225,b
-0.5005703438073397,b
-1.2591733001172543,b
0.9040321633219719,b
-2.0523461177945137,b
1.0110155679285526,b
2.774163007736206,b
1.7158867344260216,b
-1.8702388424426317,b
-3.112401284277439,b
-3.724559647962451,b
3.0709557812660933,b
-2.1170804258435965,b
-1.9484328608959913,b
-3.2968967761844397,b
-0.7470039092004299,b
1.2307075895369053,b
2.5184121038764715,b
-0.7179494686424732,b
-3.4500287361443043,b
0.11278409138321877,b
-3.8887702338397503,b
2.3549953661859035,b
3.8685968462377787,b
0.871065828949213,b
1.3592466246336699,b
-1.2697430215775967,b
3.2230036575347185,b
1.9785421285778284,b
-3.1171750146895647,b
3.4366032388061285,b
3.2599966302514076,b
1.1977737713605165,b
2.333152584731579,b
-3.0799305699765682,b
-3.552115773782134,b
-3.328773595392704,b
-3.012351268902421,b
-1.8739108704030514,b
1.8215877134352922,b
1.4517542403191328,b
-0.6673552468419075,b
-1.5980618000030518,b
-3.004583455622196,b
1.7929001450538635,b
-3.7966117188334465,b
-3.9952814485877752,b
-1.4413205534219742,b
-3.0723613053560257,b
3.2173270601779222,b
-3.967557281255722,b
-3.258600464090705,b
3.53270729444921,b
-0.7707658689469099,b
0.8428439572453499,b
1.0973424520343542,b
0.6826736703515053,b
0.32238017953932285,b
-0.6110162194818258,b
1.7291364669799805,b
3.312065601348877,b
1.6840556021779776,b
1.9941703267395496,b
-1.250531155616045,b
1.0751062911003828,b
3.639949446544051,b
-2.3062275778502226,b
-2.4880568459630013,b
-0.22532383538782597,b
2.3674506824463606,b
1.1372819524258375,b
-2.7566293943673372,b
-1.9379031602293253,b
-0.6099950224161148,b
0.8458659667521715,b
-1.7044856660068035,b
1.0532926693558693,b
0.3822073359042406,b
-3.647536689415574,b
-1.100637972354889,b
0.3973019290715456,b
-2.369023082777858,b
3.295065715909004,b
-0.600685354322195,b
0.02547322027385235,b
-2.959138983860612,b
3.7865077815949917,b
1.3279062397778034,b
1.409932704642415,b
0.37765087746083736,b
-2.853990128263831,b
3.6849630139768124,b
-1.1066625006496906,b
-3.3686437997967005,b
0.46890757232904434,b
0.19176076725125313,b
-2.416859259828925,b
-1.0062846392393112,b
3.135888772085309,b
3.3022253792732954,b
-3.439240202307701,b
-2.25577243976295,b
-3.6131718195974827,b
2.337177161127329,b
3.3829931560903788,b
1.805756313726306,b
1.4685849100351334,b
-2.2489715553820133,b
-0.5925746504217386,b
-1.2898192051798105,b
1.5857841335237026,b
0.2249550297856331,b
-1.4435339253395796,b
3.2991127781569958,b
2.896666157990694,b
-1.549695098772645,b
-2.799612130969763,b
0.9592910818755627,b
-0.9473113249987364,b
2.882788050919771,b
2.3416441418230534,b
1.335684010758996,b
3.1426369920372963,b
-1.668767374008894,b
-3.678031424060464,b
2.5898061767220497,b
-2.3783605583012104,b
2.6139288265258074,b
2.500388717278838,b
-3.9671181607991457,b
0.2643579673022032,b
0.25330815091729164,b
1.4491592794656754,b
2.38550746999681,b
-2.0718520544469357,b
1.8711494226008654,b
-2.647949257865548,b
-0.9890004098415375,b
0.06680071912705898,b
-3.9625190012156963,b
0.8954840879887342,b
2.494594866409898,b
-0.6833020113408566,b
-0.1203381810337305,b
0.4172443002462387,b
2.3628825414925814,b
0.90579585544765,b
-1.766716381534934,b
-0.45557206869125366,b
-3.5840257089585066,b
1.6935905180871487,b
-3.765209512785077,b
0.04804062657058239,b
-1.5664411783218384,b
0.7636374644935131,b
3.7193254809826612,b
0.4729218911379576,b
1.9853506460785866,b
-1.0105490256100893,b
3.7358251363039017,b
2.6635632012039423,b
3.6355968918651342,b
0.8353051785379648,b
-3.1254832465201616,b
-2.9826315846294165,b
2.5214929655194283,b
2.7005359679460526,b
0.3999161347746849,b
3.6992356032133102,b
2.4618314169347286,b
3.6493249125778675,b
0.019337885081768036,b
-1.9482487067580223,b
2.7232483197003603,b
-0.6342779919505119,b
1.9323580861091614,b
3.4957293272018433,b
-2.0133891589939594,b
-1.7358633931726217,b
0.11300981417298317,b
0.13594116643071175,b
0.35789809189736843,b
1.845088928937912,b
2.3717660158872604,b
-3.3523323461413383,b
0.8267332799732685,b
3.9551702830940485,b
-2.5799528248608112,b
1.7767336070537567,b
0.7425430305302143,b
-0.6273334845900536,b
-2.9754862431436777,b
2.386210471391678,b
0.4326363392174244,b
3.409018659964204,b
2.10534193739295,b
2.5514720883220434,b
2.062329526990652,b
3.630263390019536,b
-0.7801664397120476,b
-0.9581122118979692,b
-1.7909994181245565,b
2.8496078103780746,b
-3.4066513404250145,b
3.205970237031579,b
3.2798155210912228,b
3.0732786618173122,b
3.236234026029706,b
-0.8730532918125391,b
-1.769952991977334,b
-3.1363511104136705,b
0.28955038264393806,b
-2.516318330541253,b
-3.3973856288939714,b
-0.015365451574325562,b
1.2862136829644442,b
0.7787932828068733,b
-3.908600337803364,b
-0.11933165602385998,b
1.0637760534882545,b
0.005592202767729759,b
-1.6318037994205952,b
0.5575140360742807,b
1.8474431987851858,b
1.2609566785395145,b
1.9051718544214964,b
-2.180760009214282,b
-2.160875577479601,b
-2.291601227596402,b
-0.6118019744753838,b
-0.34781672060489655,b
2.5900820307433605,b
-2.4684398155659437,b
1.5757196880877018,b
2.915701422840357,b
1.5868574269115925,b
3.2876851465553045,b
-3.8820816725492477,b
-0.639465156942606,b
-1.00425080396235,b
3.396147420629859,b
1.6685665883123875,b
3.3451477829366922,b
2.5728308353573084,b
-1.9497177600860596,b
-3.3733591102063656,b
2.5128013361245394,b
-3.1193978637456894,b
0.41589896008372307,b
1.6408829912543297,b
-2.0833868607878685,b
-2.096816074103117,b
1.8109035454690456,b
2.9751735776662827,b
3.2733546756207943,b
1.6432085130363703,b
0.5561985000967979,b
-3.4018071610480547,b
-2.227177707478404,b
2.0380820631980896,b
3.401557644829154,b
3.1615039836615324,b
-1.2414127346128225,b
-2.8556550294160843,b
-0.11954435333609581,b
2.3549135606735945,b
-3.4196387846022844,b
-3.6859456039965153,b
-3.5567556377500296,b
-2.7676498237997293,b
-3.8201304227113724,b
2.616286376491189,b
2.819436725229025,b
1.0095683429390192,b
-1.139426937326789,b
0.28472141548991203,b
-1.0220034886151552,b
2.4341512992978096,b
-1.2287204023450613,b
2.1750661600381136,b
-0.38715468533337116,b
2.6222973223775625,b
-1.5106588546186686,b
-2.549079339951277,b
-0.30443565361201763,b
0.24634071253240108,b
-0.5028023980557919,b
-2.335271568968892,b
2.7857459541410208,b
3.2611558567732573,b
2.7182877622544765,b
1.6534811314195395,b
1.5474628154188395,b
-1.8056669067591429,b
1.781829971820116,b
3.4828208964318037,b
-3.939600655809045,b
0.7923007979989052,b
-0.17766037583351135,b
0.5913734845817089,b
3.9226673915982246,b
-1.8967222049832344,b
-1.9896701741963625,b
1.7204060014337301,b
-0.21561439521610737,b
-3.592295791953802,b
0.7104130033403635,b
-2.63109321705997,b
3.4905171040445566,b
0.8241360075771809,b
-1.2342884596437216,b
-2.6244475785642862,b
2.125401560217142,b
-3.4155600368976593,b
1.9993238784372807,b
-0.7215627543628216,b
3.280556222423911,b
-2.7815813943743706,b
0.6471546608954668,b
3.634370757266879,b
3.171499928459525,b
2.8972964510321617,b
2.104013277217746,b
-0.10223524831235409,b
3.2282622307538986,b
-0.7183750569820404,b
2.5719589963555336,b
-2.2390580270439386,b
3.8431297466158867,b
-3.3409910146147013,b
-0.8936631735414267,b
0.9365255907177925,b
-1.4007459003478289,b
-3.7862669620662928,b
-1.8068984597921371,b
-2.6038013491779566,b
3.5087770335376263,b
-3.728123839944601,b
-3.826982019469142,b
-0.551315413787961,b
-0.8294556513428688,b
-0.7380362674593925,b
0.7078708913177252,b
-2.9177930988371372,b
-3.6073031593114138,b
-2.283993663266301,b
2.916194325312972,b
-2.1440166980028152,b
2.3025088254362345,b
3.8997928705066442,b
1.1090942230075598,b
0.9978889711201191,b
0.3465478736907244,b
-1.6208407301455736,b
1.7743305545300245,b
0.08826747536659241,b
1.450650967657566,b
-1.2546945624053478,b
3.6656879913061857,b
-1.3638796899467707,b
-1.5028041563928127,b
1.6578392032533884,b
-1.9012058544903994,b
-1.5488976035267115,b
-2.6994638312608004,b
3.6463880855590105,b
1.5730758011341095,b
-3.483453009277582,b
-0.35783885791897774,b
3.107119422405958,b
-2.0102062821388245,b
-2.311940850690007,b
-2.2304505687206984,b
3.6673522982746363,b
3.2300990018993616,b
-3.0831695273518562,b
-3.9228346180170774,b
-2.701371343806386,b
2.5117820724844933,b
3.696749361231923,b
-3.779244653880596,b
-0.8269608225673437,b
2.192000649869442,b
-2.033828742802143,b
-1.6336578335613012,b
0.5888965614140034,b
1.3995509408414364,b
-0.95517791248857975,b
-2.3108378276228905,b
-3.035042528063059,b
1.310629241168499,b
-0.5802860632538795,b
-1.1082234922796488,b
-0.8323602043092251,b
-3.3802238274365664,b
-0.8010578993707895,b
-1.637762950733304,b
3.352527791634202,b
3.832392355427146,b
-1.9686976224184036,b
3.716409059241414,b
2.517033724114299,b
-2.327113723382354,b
-1.8966054469347,b
0.79291364364326,b
-0.5496297720819712,b
0.15487197414040565,b
-3.6362232323735952,b
-2.791077768430114,b
-1.3569152187556028,b
-2.470442881807685,b
2.9960040152072906,b
0.7555772475898266,b
2.0385732166469097,b
-3.8963412325829268,b
-3.2310415748506784,b
1.741062043234706,b
0.258571270853281,b
3.8343519680202007,b
-0.6657855827361345,b
-3.3940409794449806,b
1.4524087198078632,b
-0.5128020066767931,b
-3.0483503267169,b
3.797338431701064,b
-1.0051003117114305,b
1.5246716924011707,b
0.995759516954422,b
-2.0120915696024895,b
3.0935574416071177,b
-1.9280457086861134,b
1.1386235654354095,b
-1.8104376196861267,b
0.1479419320821762,b
-1.266413390636444,b
2.4485161937773228,b
-2.137987744063139,b
-3.602524185553193,b
3.2631085570901632,b
2.862141976132989,b
-1.025435771793127,b
2.8934271186590195,b
2.1891844272613525,b
-3.7738493159413338,b
-1.4670459628105164,b
2.3843452092260122,b
0.4108617566525936,b
-2.984856341034174,b
-3.976476237177849,b
-0.07569808140397072,b
0.941353203728795,b
0.5157089438289404,b
-3.1647487115114927,b
-0.3315720520913601,b
0.8564709164202213,b
0.8044473100453615,b
-1.0729682259261608,b
-2.5226559471338987,b
3.7025321554392576,b
-0.284756014123559,b
-1.1530433148145676,b
2.0968232192099094,b
-3.783821700140834,b
0.2676099855452776,b
2.37283150665462,b
1.0859293080866337,b
-0.7072185017168522,b
3.1580917686223984,b
3.0781646221876144,b
-0.4667819160968065,b
-1.696173820644617,b
1.7334145456552505,b
2.0707357078790665,b
3.7304979283362627,b
-1.9124978017061949,b
2.6659727524966,b
2.2906018793582916,b
3.1873466577380896,b
1.3776588682085276,b
-1.4473252855241299,b
2.6754750180989504,b
1.420873735100031,b
2.5166916213929653,b
-0.8186564035713673,b
0.6722054034471512,b
0.37909104861319065,b
2.6527353171259165,b
